this is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our foodand they kept forgetting things	0
the one down note is the ventilation could use some upgrading	0
dont waste your time here	0
total letdown i would much rather just go to the camelback flower shop and cartel coffee	0
third the cheese on my friends burger was cold	0
we asked for the bill to leave without eating and they didnt bring that either	0
seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh	0
the selection of food was not the best	0
i dont think i will be back for a very long time	0
it was attached to a gas station and that is rarely a good sign	0
worse of all he humiliated his worker right in front of mebunch of horrible name callings	0
and then tragedy struck	0
id rather eat airline food seriously	0
i would not recommend this place	0
overall i wasnt very impressed with noca	0
my gyro was basically lettuce only	0
terrible service	0
thoroughly disappointed	0
it was a drive to get there	0
anyway i do not think i will go back there	0
a greasy unhealthy meal	0
first time there and might just be the last	0
similarly the delivery man did not say a word of apology when our food was 45 minutes late	0
and it was way to expensive	0
terrible management	0
if there were zero stars i would give it zero stars	0
worst martini ever	0
we waited for thirty minutes to be seated although there were 8 vacant tables and we were the only folks waiting	0
i wont try going back there even if its empty	0
no im going to eat the potato that i found some strangers hair in it	0
not even a "hello we will be right with you"	0
the desserts were a bit strange	0
i guess maybe we went on an off night but it was disgraceful	0
however my recent experience at this particular location was not so good	0
i know this is not like the other restaurants at all something is very off here	0
avoid this establishment	0
i think this restaurant suffers from not trying hard enough	0
my salad had a bland vinegrette on the baby greens and hearts of palm	0
after two i felt disgusting	0
i will never go back to this place and will never ever recommended this place to anyone	0
the servers went back and forth several times not even so much as an "are you being helped"	0
an hour seriously	0
i consider this theft	0
eew this location needs a complete overhaul	0
we recently witnessed her poor quality of management towards other guests as well	0
waited and waited and waited	0
the pizza tasted old super chewy in not a good way	0
i swung in to give them a try but was deeply disappointed	0
boy was that sucker dry	0
over rated	0
if you look for authentic thai food go else where	0
after i pulled up my car i waited for another 15 minutes before being acknowledged	0
i hate those things as much as cheap quality black olives	0
the kids play area is nasty	0
it was extremely "crumbyand pretty tasteless	0
it was a pale color instead of nice and char and has no flavor	0
i got home to see the driest damn wings ever	0
not good for the money	0
we got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived	0
i just wanted to leave	0
i will not be eating there again	0
the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one	0
i checked out this place a couple years ago and was not impressed	0
the chicken i got was definitely reheated and was only ok the wedges were cold and soggy	0
sorry i will not be getting food from here anytime soon 	0
my friend did not like his bloody mary	0
despite how hard i rate businesses its actually rare for me to give a 1 star	0
i will not return	0
i had the chicken pho and it tasted very bland	0
very disappointing	0
a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait	0
best of luck to the rude and noncustomer service focused new management	0
any grandmother can make a roasted chicken better than this one	0
i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself	0
same evening him and i are both drastically sick	0
ordered burger rare came in well done	0
tried to go here for lunch and it was a madhouse	0
after waiting an hour and being seated i was not in the greatest of moods	0
im not eating here	0
maybe if they werent cold they would have been somewhat edible	0
this place has a lot of promise but fails to deliver	0
very bad experience	0
what a mistake	0
food was average at best	0
we wont be going back anytime soon	0
very very disappointed ordered the $35 big bay plater	0
not much flavor to them and very poorly constructed	0
the fried rice was dry as well	0
google mediocre and i imagine smashburger will pop up	0
dont go here	0
as a sushi lover avoid this place by all means	0
the plantains were the worst ive ever tasted	0
service was slow and not attentive	0
your staff spends more time talking to themselves than me	0
total brunch fail	0
i probably wont be back to be honest	0
went for lunch  service was slow	0
we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed	0
i was mortified	0
needless to say we will never be back here again	0
anyways the food was definitely not filling at all and for the price you pay you should expect more	0
the chips that came out were dripping with grease and mostly not edible	0
i wasnt really impressed with strip steak	0
i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer	0
would not recommend to others	0
i mean really how do you get so famous for your fish and chips when its so terrible	0
not my thing	0
if you are reading this please dont go there	0
tonight i had the elk filet specialand it sucked	0
we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything	0
a fly was in my apple juice a fly	0
the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us	0
ryans bar is definitely one edinburgh establishment i wont be revisiting	0
probably never coming back and wouldnt recommend it	0
friends pasta  also bad he barely touched it	0
it was way over fried	0
im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place	0
when i opened the sandwich i was impressed but not in a good way	0
will not be back	0
i have watched their prices inflate portions get smaller and management attitudes grow rapidly	0
main thing i didnt enjoy is that the crowd is of older crowd around mid 30s and up	0
i had to wait over 30 minutes to get my drink and longer to get 2 arepas	0
the service was poor and thats being nice	0
the place was not clean and the food oh so stale	0
the chicken dishes are ok the beef is like shoe leather	0
but the service was beyond bad	0
tasted like dirt	0
my sashimi was poor quality being soggy and tasteless	0
the food is not tasty at all not to say its "real traditional hunan style"	0
what did bother me was the slow service	0
their frozen margaritas are way too sugary for my taste	0
so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer	0
my girlfriends veal was very bad	0
unfortunately it was not good	0
bland and flavorless is a good way of describing the barely tepid meat	0
the chains which im no fan of beat this place easily	0
we will not be coming back	0
once your food arrives its meh	0
paying $785 for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not my idea of a good meal	0
my brother in law who works at the mall ate here same day and guess what he was sick all night too	0
mediocre food	0
im super pissd	0
why are these sad little vegetables so overcooked	0
i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat	0
not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food	0
the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place	0
the service was terrible though	0
this place is overpriced not consistent with their boba and it really is overpriced	0
it was packed	0
the food was terrible	0
it kept getting worse and worse so now im officially done	0
this place should honestly be blown up	0
but i definitely would not eat here again	0
do not waste your money here	0
awful service	0
wont ever go here again	0
food quality has been horrible	0
for that price i can think of a few place i would have much rather gone	0
the service here is fair at best	0
i do love sushi but i found kabuki to be overpriced overhip and underservices	0
do yourself a favor and stay away from this dish	0
very poor service	0
no one at the table thought the food was above average or worth the wait that we had for it	0
i paid the bill but did not tip because i felt the server did a terrible job	0
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor	0
food is way overpriced and portions are fucking small	0
for 40 bucks a head i really expect better food	0
i wont be back	0
we could not believe how dirty the oysters were	0
this place deserves no stars	0
i would not recommend this place	0
to my disbelief each dish qualified as the worst version of these foods i have ever tasted	0
bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise	0
i probably would not go here again	0
the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either	0
my fella got the huevos rancheros and they didnt look too appealing	0
i probably wont be coming back here	0
worst food/service ive had in a while	0
hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil	0
the feel of the dining room was more college cooking course than high class dining and the service was slow at best	0
i started this review with two stars but im editing it to give it only one	0
this is the worst sushi i have ever eat besides costcos	0
weird vibe from owners	0
there was hardly any meat	0
ive had better bagels from the grocery store	0
now the burgers arent as good the pizza which used to be amazing is doughy and flavorless	0
i found a six inch long piece of wire in my salsa	0
the service was terrible food was mediocre	0
i ordered albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs	0
on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate	0
i had about two bites and refused to eat anymore	0
the service was extremely slow	0
after 20 minutes wait i got a table	0
no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts	0
pricing is a bit of a concern at mellow mushroom	0
worst thai ever	0
highly unprofessional and rude to a loyal patron	0
spend your money elsewhere	0
the buffet at bellagio was far from what i anticipated	0
and the drinks are weak people	0
my order was not correct	0
also i feel like the chips are bought not made in house	0
after the disappointing dinner we went elsewhere for dessert	0
we wont be returning	0
i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off	0
very very sad	0
i felt insulted and disrespected how could you talk and judge another human being like that	0
how can you call yourself a steakhouse if you cant properly cook a steak i dont understand	0
im not impressed with the concept or the food	0
the only thing i wasnt too crazy about was their guacamole as i dont like it puréed	0
there is really nothing for me at postinos hope your experience is better	0
i got food poisoning here at the buffet	0
they brought a fresh batch of fries and i was thinking yay something warm but no	0
what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us	0
needless to say i wont be going back anytime soon	0
this place is disgusting	0
the ri style calamari was a joke	0
however there was so much garlic in the fondue it was barely edible	0
i could barely stomach the meal but didnt complain because it was a business lunch	0
it was so bad i had lost the heart to finish it	0
it also took her forever to bring us the check when we asked for it	0
we arent ones to make a scene at restaurants but i just dont get itdefinitely lost the love after this one	0
disappointing experience	0
the food is about on par with dennys which is to say not good at all	0
if you want to wait for mediocre food and downright terrible service then this is the place for you	0
waaaaaayyyyyyyyyy over rated is all i am saying	0
we wont be going back	0
the place was fairly clean but the food simply wasnt worth it	0
this place lacked style	0
the sangria was about half of a glass wine full and was $12 ridiculous	0
dont bother coming here	0
the meat was pretty dry i had the sliced brisket and pulled pork	0
the building itself seems pretty neat; the bathroom is pretty trippy but i wouldnt eat here again	0
it was equally awful	0
probably not in a hurry to go back	0
very slow at seating even with reservation	0
not good by any stretch of the imagination	0
the cashew cream sauce was bland and the vegetables were undercooked	0
the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat	0
it was a bit too sweet not really spicy enough and lacked flavor	0
i was very disappointed	0
this place is horrible and way overpriced	0
maybe its just their vegetarian fare but ive been twice and i thought it was average at best	0
it wasnt busy at all and now we know why	0
the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu	0
the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits	0
con spotty service	0
the fries were not hot and neither was my burger	0
but then they came back cold	0
then our food came out disappointment ensued	0
the real disappointment was our waiter	0
my husband said she was very rude did not even apologize for the bad food or anything	0
the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach	0
insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it	0
if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart	0
she was quite disappointed although some blame needs to be placed at her door	0
after all the rave reviews i couldnt wait to eat herewhat a disappointment	0
del taco is pretty nasty and should be avoided if possible	0
its not hard to make a decent hamburger	0
but i dont like it	0
hell no will i go back	0
weve have gotten a much better service from the pizza place next door than the services we received from this restaurant	0
i dont know what the big deal is about this place but i wont be back "yaall"	0
i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar	0
the ambiance isnt much better	0
unfortunately it only set us up for disapppointment with our entrees	0
the food wasnt good	0
your servers suck wait correction our server heimer sucked	0
what happened next was prettyoff putting	0
too bad cause i know its family owned i really wanted to like this place	0
overpriced for what you are getting	0
i vomited in the bathroom mid lunch	0
i kept looking at the time and it had soon become 35 minutes yet still no food	0
i have been to very few places to eat that under no circumstances would i ever return to and this tops the list	0
we started with the tuna sashimi which was brownish in color and obviously wasnt fresh	0
food was below average	0
it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant	0
all in all ha long bay was a bit of a flop	0
the problem i have is that they charge $1199 for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables	0
shrimp when i unwrapped it i live only 1/2 a mile from brushfire it was literally ice cold	0
it lacked flavor seemed undercooked and dry	0
it really is impressive that the place hasnt closed down	0
i would avoid this place if you are staying in the mirage	0
the refried beans that came with my meal were dried out and crusty and the food was bland	0
spend your money and time some place else	0
a lady at the table next to us found a live green caterpillar in her salad	0
the presentation of the food was awful	0
i cant tell you how disappointed i was	0
i think food should have flavor and texture and both were lacking	0
appetite instantly gone	0
overall i was not impressed and would not go back	0
the whole experience was underwhelming and i think well just go to ninja sushi next time	0
then as if i hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check	0
a very very very slowmoving aimless movie about a distressed drifting young man  	0
not sure who was more lost  the flat characters or the audience nearly half of whom walked out  	0
attempting artiness with black & white and clever camera angles the movie disappointed  became even more ridiculous  as the acting was poor and the plot and lines almost nonexistent  	0
very little music or anything to speak of  	0
the rest of the movie lacks art charm meaning if its about emptiness it works i guess because its empty  	0
wasted two hours  	0
a bit predictable  	0
it had some average acting from the main person and it was a low budget as you clearly can see  	0
this short film certainly pulls no punches  	0
graphics is far from the best part of the game  	0
today the graphics are crap  	0
this was a flick doomed from its conception  	0
the very idea of it was lame  take a minor character from a mediocre pg13 film and make a complete nonsequel while changing its tone to a pgrated family movie  	0
i wasnt the least bit interested  	0
not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie; and im not exaggerating  every moment every plot point every joke is told in the trailer  	0
but its just not funny  	0
but even the talented carrell cant save this  	0
his costars dont fare much better with people like morgan freeman jonah hill and ed helms just wasted  	0
the story itself is just predictable and lazy  	0
the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue/greenscreen work ive ever seen  	0
but whatever it was that cost them so much it didnt translate to quality thats for sure  	0
on the negative its insipid enough to cause regret for another 2 hours of life wasted in front of the screen  	0
long whiny and pointless  	0
but i recommend waiting for their future efforts let this one go  	0
i was very disappointed in the movie  	0
one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard  	0
there is a totally unnecessary train/roller coaster scene  	0
there was absolutely no warmth or charm to these scenes or characters  	0
this movie totally grates on my nerves  	0
the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether theyre delivering the line well but whether the line itself is any good  	0
and quite honestly often its not very good  	0
often the dialogue doesnt really follow from one line to another or fit the surroundings  	0
it crackles with an unpredictable youthful energy  but honestly i found it hard to follow and concentrate on it meanders so badly  	0
i wouldnt say theyre worth 2 hours of your time though  	0
im glad this pretentious piece of s*** didnt do as planned by the dodge stratus big shots its gonna help movie makers who arent in the very restrained "movie businessof québec  	0
the problem was the script  	0
it was horrendous  	0
there was nothing believable about it at all  	0
the only suspense i was feeling was the frustration at just how retarded the girls were  	0
frankly after cotton club and unfaithful it was kind of embarrassing to watch lane and gere in this film because it is bad  	0
the acting was bad the dialogs were extremely shallow and insincere  	0
it was too predictable even for a chick flick  	0
too politically correct  	0
very disappointing  	0
i love lane but ive never seen her in a movie this lousy  	0
an hour and a half i wish i could bring back  	0
the directing and the cinematography arent quite as good  	0
the movie was so boring that i sometimes found myself occupied peaking in the paper instead of watching never happened during a columbo movie before  	0
 and sometimes it was so embarrassing that i had to look away  	0
the directing seems too pretentious  	0
the scenes with the "ohsomatureneighbourgirl are a misplace  	0
and generally the lines and plot is weaker than the average episode  	0
then scene where they debated whether or not to sack the trumpeter who falsely was accused for the murder is pure horror really stupid  	0
my only problem is i thought the actor playing the villain was a low rent michael ironside  	0
however this didnt make up for the fact that overall this was a tremendously boring movie  	0
there was no chemistry between ben affleck and sandra bullock in this film and i couldnt understand why he would consider even leaving his wifetobe for this chick that he supposedly was knocked out by  	0
there were several moments in the movie that just didnt need to be there and were excruciatingly slow moving  	0
this was a poor remake of "my best friends wedding"  	0
all in all a great disappointment  	0
i cannot believe that the actors agreed to do this "film"  	0
i could not stand to even watch it for very long for fear of losing iq  	0
i guess that nobody at the network that aired this dribble watched it before putting it on  	0
imdb ratings only go as low 1 for awful its time to get some negative numbers in there for cases such as these  	0
i saw "mirrormasklast night and it was an unsatisfactory experience  	0
unfortunately inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict  	0
these are the central themes of the film and they are handled ineptly stereotypically and with no depth of imagination  	0
all the pretty pictures in the world cannot make up for a piece of work that is flawed at the core  	0
it is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life  	0
you cant relate with them hell you barely can understand them  	0
this movie is a pure disaster the story is stupid and the editing is the worst i have seen it confuses you incredibly  	0
the fish is badly made and some of its underwater shots are repeated a thousand times in the film  	0
a truly truly bad film  	0
the acting is terrible and the writing is worse  	0
the only possible way this movie could be redeemed would be as mst3k fodder  	0
i paid too much  	0
it was so boring  	0
no plot whatsoever  	0
again no plot at all  	0
horrible  	0
worst hour and a half of my lifeoh my gosh  	0
i had to walk out of the theatre for a few minutes just to get some relief  	0
i hate movies like that  	0
yeah the movie pretty much sucked  	0
there is no plot or storyline  	0
if you do go see this movie bring a pillow or a girlfriend/boyfriend to keep you occupied through out  	0
awful  	0
i dont think ive ever gone to a movie and disliked it as much  	0
it was a good thing that the tickets only cost five dollars because i would be mad if id have paid $750 to see this crap  	0
nobody identifies with these characters because theyre all cardboard cutouts and stereotypes or predictably reversestereotypes  	0
this is a bad film with bad writing and good actorsan ugly cartoon crafted by paul haggis for people who cant handle anything but the bold strokes in storytellinga picture painted with crayons  	0
crash is a depressing little nothing that provokes emotion but teaches you nothing if you already know racism and prejudice are bad things  	0
your brain will attempt to shutdown as part of a primal impulse of selfpreservation  	0
i was left shattered from the experience of watching this film and i took a good two hours to fully recover  	0
this movie now joins revenge of the boogeyman and zombiez as part of the hellish trinity of horror films  	0
i certainly do not mean this distinction in a good way  	0
i mean this in a terrible way  	0
this film has no redeeming features  	0
everything is appalling  	0
artless camerawork endlessly presents us with the ugliest setting imaginable ie  	0
the story is beyond stupid  	0
the script iswas there a script  	0
the kids are annoying  	0
the lead man is charismafree  	0
utterly without merit on any level this is akin to torture  	0
ill even say it again  this is torture  	0
maybe there would be a reasonable explanation for this atrocity  	0
not a pleasant voyage of selfdiscovery  	0
highly unrecommended  	0
if this premise sound stupid thats because it is  	0
yes its that bad  	0
nothing at all to recommend  	0
this movie suffered because of the writing it needed more suspense  	0
there were too many close ups  	0
but other than that the movie seemed to drag and the heroes didnt really work for their freedom  	0
but this movie is definitely a below average rent  	0
this movie is bad  	0
so bad  	0
the film is way too long  	0
this is definitely one of the bad ones  	0
i really dont see how anyone could enjoy this movie  	0
i dont think ive ever seen a movie half as boring as this selfindulgent piece of junk  	0
it probably would have been better if the director hadnt spent most of the movie showcasing his own art work which really isnt that noteworthy  	0
another thing i didnt really like is when a character got punched in the face a gallon of blood would spew forth soon after  	0
ironically i mostly find his films a total waste of time to watch  	0
its this pandering to the audience that sabotages most of his films  	0
hence the whole story lacks a certain energy  	0
the plot simply rumbles on like a machine desperately depending on the addition of new scenes  	0
there are the usual hitchcock logic flaws  	0
mishima is extremely uninteresting  	0
this is a chilly unremarkable movie about an author living/working in a chilly abstruse culture  	0
the flat reenactments dont hold your attention because they are emotionally adrift and stagy  	0
and the rest of it just sits there being awful with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc  	0
he can bore you to pieces and kill the momentum of a movie quicker than anyone else  	0
schrader has made a resume full of lousy amateurish films  	0
however i recently watched the whole thing again on dvd and i was completely struck by how extremely stupid the storyline was  how it contained holes inconsistencies and  frankly  a whole lot of crap  and how horrid the dancing was  	0
i mean in a realistic world she would never have gotten into that ballet repertory the whole thing was quite pathetic  	0
the character developments also lacked in depth  	0
woa talk about awful  	0
